,Name,Year,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
2430,The Happening,2008,5.0,"201,651","Drama, Mystery, Sci-Fi",91 ,Film,R,-,None,Moderate,Mild,None,Moderate
2431,The Texas Chainsaw Massacre: The Beginning,2006,5.8,"69,966","Horror, Thriller",91 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
2433,Gone Baby Gone,2007,7.6,"262,940","Crime, Drama, Mystery",114 ,Film,R,-,Mild,Severe,Severe,Moderate,Moderate
2434,Chef,2014,7.3,"206,395","Adventure, Comedy, Drama",114 ,Film,R,-,Mild,None,Moderate,Mild,None
2436,Shadow in the Cloud,2020,4.9,"21,544","Action, Horror, War",83 ,Film,R,-,None,Moderate,Severe,None,Moderate
2437,Monty Python and the Holy Grail,1975,8.2,"518,859","Adventure, Comedy, Fantasy",91 ,Film,PG,-,Mild,Moderate,Moderate,None,Mild
2438,A.I. Artificial Intelligence,2001,7.2,"298,761","Drama, Sci-Fi",146 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
2439,The Secret Life of Walter Mitty,2013,7.3,"304,229","Adventure, Comedy, Drama",114 ,Film,PG,-,None,Mild,Mild,Mild,Mild
2440,How to Train Your Dragon,2010,8.1,"695,722","Animation, Action, Adventure",98 ,Film,PG,-,None,Mild,None,None,Mild
2441,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,"468,803",Comedy,95 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
2442,Rio Bravo,1959,8.0,"59,307","Action, Drama, Western",141 ,Film,Passed,-,Mild,Mild,Mild,Moderate,Mild
2446,The Hole,2001,6.2,"45,619","Drama, Mystery, Thriller",102 ,Film,R,-,Moderate,Moderate,Moderate,Moderate,Severe
2447,Ballers,2001,7.6,"40,378","Comedy, Drama, Sport",30 ,Series,TV-MA,47,Severe,Mild,Severe,Moderate,None
2448,"I, Tonya",2017,7.5,"199,050","Biography, Comedy, Drama",119 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
2449,The League of Extraordinary Gentlemen,2003,5.8,"172,315","Action, Adventure, Fantasy",110 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
2451,Marley & Me,2008,7.1,"152,084","Comedy, Drama, Family",111 ,Film,PG,-,Mild,Mild,Moderate,None,Moderate
2452,Sorjonen,2008,7.6,"8,919","Crime, Drama, Mystery",60 ,Series,TV-MA,31,Moderate,Moderate,Mild,Moderate,Moderate
2454,Weird Science,1985,6.6,"84,331","Comedy, Romance, Sci-Fi",94 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
2456,Tron,2010,6.8,"323,562","Action, Adventure, Sci-Fi",125 ,Film,PG,-,None,Mild,Mild,Mild,Moderate
2457,Solar Opposites,2010,8.0,"16,415","Animation, Comedy, Sci-Fi",22 ,Series,TV-MA,40,Moderate,Severe,Severe,Moderate,Moderate
2458,First Blood,1982,7.7,"238,730","Action, Adventure",93 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
2459,1922,2017,6.3,"58,261","Crime, Drama, Horror",102 ,Film,TV-MA,-,None,Severe,Mild,Mild,Moderate
2460,Excalibur,1981,7.4,"59,746","Action, Adventure, Drama",140 ,Film,R,-,Moderate,Moderate,None,None,Mild
2461,Goosebumps,1981,7.7,"12,767","Family, Fantasy, Horror",22 ,Series,TV-Y7,74,None,Mild,None,None,Moderate
2462,Perry Mason,1981,7.5,"16,950","Crime, Drama",60 ,Series,TV-MA,9,Severe,Moderate,Moderate,Moderate,Moderate
2463,Mannix,1981,7.3,"3,105","Action, Crime, Drama",60 ,Series,TV-PG,194,None,Mild,None,Mild,Moderate
2466,Annie,1982,6.6,"42,452","Comedy, Drama, Family",126 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
2467,The Bourne Identity,2002,7.9,"524,928","Action, Mystery, Thriller",119 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
2468,Fractured,2019,6.4,"65,103","Mystery, Thriller",99 ,Film,TV-MA,-,None,Moderate,Moderate,Mild,Moderate
2469,Beverly Hills Cop,1984,7.3,"174,607","Action, Comedy, Crime",105 ,Film,R,-,Moderate,Moderate,Severe,Mild,Mild
2470,Resident Evil: The Final Chapter,2016,5.5,"88,801","Action, Horror, Sci-Fi",107 ,Film,R,-,None,Severe,Moderate,None,Moderate
2472,The Belko Experiment,2016,6.1,"48,055","Horror, Thriller",89 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
2473,Traffic,2000,7.6,"202,098","Crime, Drama, Thriller",147 ,Film,R,-,Moderate,Moderate,Severe,Severe,Moderate
2474,National Lampoon's Vacation,1983,7.4,"102,378","Adventure, Comedy",98 ,Film,R,-,Moderate,Mild,Moderate,Moderate,Mild
2476,Hunt for the Wilderpeople,2016,7.9,"121,089","Adventure, Comedy, Drama",101 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
2477,Gone in Sixty Seconds,2000,6.5,"268,597","Action, Crime, Thriller",118 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
2478,12 Monkeys,2000,7.7,"42,680","Adventure, Drama, Mystery",42 ,Series,TV-14,47,Mild,Moderate,Moderate,Mild,Moderate
2479,A Ghost Story,2017,6.9,"66,758","Drama, Fantasy, Romance",92 ,Film,R,-,Mild,Mild,Mild,Mild,Mild
2480,Paranormal Activity,2007,6.3,"228,771","Horror, Mystery",86 ,Film,R,-,None,Mild,Moderate,Mild,Severe
2481,Jane Eyre,2011,7.3,"84,734","Drama, Romance",120 ,Film,PG-13,-,None,Mild,Mild,Mild,Moderate
2482,Stowaway,2021,5.6,"39,648","Drama, Sci-Fi, Thriller",116 ,Film,TV-MA,-,None,None,Mild,None,Mild
2484,The Losers,2010,6.3,"97,873","Action, Adventure, Crime",97 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
2485,Texas Chainsaw 3D,2013,4.8,"47,795","Horror, Thriller",92 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
2486,Tag,2018,6.5,"124,702","Action, Comedy",100 ,Film,R,-,Moderate,Mild,Severe,Moderate,None
2487,After Hours,1985,7.7,"64,857","Comedy, Crime, Drama",97 ,Film,R,-,Moderate,Mild,Mild,Moderate,Mild
2488,Fear,1996,6.2,"45,246","Drama, Thriller",97 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
2489,Porky's,1981,6.2,"40,787",Comedy,94 ,Film,R,-,Moderate,Mild,Moderate,Mild,None
2491,The Rain,2021,6.3,"33,821","Drama, Sci-Fi, Thriller",45 ,Series,TV-MA,20,Mild,Moderate,Moderate,Mild,Moderate
2493,The Purge,2021,6.5,"14,894","Action, Drama, Horror",42 ,Series,TV-MA,20,Mild,Severe,Moderate,Mild,Severe
2494,Blackhat,2015,5.4,"56,909","Action, Crime, Thriller",133 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
2495,Benidorm,2015,7.4,"4,639",Comedy,30 ,Series,Not Rated,74,Moderate,None,Moderate,Mild,Mild
2496,October Sky,1999,7.8,"87,180","Biography, Drama, Family",108 ,Film,PG,-,None,Mild,Mild,None,Mild
2497,Murder Mystery,2019,6.0,"113,714","Action, Comedy, Crime",97 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
2498,Genius,2019,8.3,"17,684","Biography, Drama, History",43 ,Series,TV-14,29,Moderate,Moderate,Mild,Mild,Mild
2499,Mamma Mia! Here We Go Again,2018,6.6,"87,351","Comedy, Musical, Romance",114 ,Film,PG-13,-,Mild,None,None,Mild,None
2500,Kôdo giasu - Hangyaku no rurûshu: Code Geass - Lelouch of the Rebellion,2018,8.7,"58,256","Animation, Action, Drama",24 ,Series,TV-14,54,Moderate,Moderate,Mild,Mild,Severe
2501,The Exorcist III,1990,6.5,"29,623","Drama, Horror, Mystery",110 ,Film,R,-,Mild,Moderate,Mild,Mild,Severe
2502,Halloweentown II: Kalabar's Revenge,2001,6.5,"8,229","Adventure, Family, Fantasy",81 ,Film,TV-PG,-,None,None,None,None,Mild
2503,Murder on the Orient Express,1974,7.3,"58,838","Crime, Drama, Mystery",128 ,Film,PG,-,None,Mild,None,Mild,Mild
2504,Romancing the Stone,1984,6.9,"88,373","Action, Adventure, Comedy",106 ,Film,PG,-,Mild,Moderate,Mild,Mild,Mild
2505,Unbreakable,2000,7.3,"401,871","Drama, Mystery, Sci-Fi",106 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
2506,Boyz n the Hood,1991,7.8,"133,409","Crime, Drama",112 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Severe
2507,Vis a vis,1991,8.2,"19,515","Action, Adventure, Drama",53 ,Series,TV-MA,51,Severe,Moderate,Moderate,Severe,Moderate
2508,Easy A,2010,7.0,"373,327","Comedy, Drama, Romance",92 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None
2509,Little Miss Sunshine,2006,7.8,"455,783","Comedy, Drama",101 ,Film,R,-,Mild,None,Moderate,Moderate,Mild
2510,Austin Powers in Goldmember,2002,6.2,"202,335","Action, Adventure, Comedy",94 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
2511,American Graffiti,1973,7.4,"85,695","Comedy, Drama",110 ,Film,PG,-,Mild,Mild,Moderate,Mild,Mild
2512,21 Jump Street,1973,7.3,"11,709","Crime, Drama, Mystery",60 ,Series,TV-14,102,None,Moderate,Mild,Moderate,Moderate
2514,The Young and the Restless,2021,5.1,"5,978","Drama, Romance",60 ,Series,TV-14,12277,Moderate,Severe,Severe,Mild,Mild
2515,If Beale Street Could Talk,2018,7.1,"46,133","Drama, Romance",119 ,Film,R,-,Moderate,Mild,Moderate,Mild,Mild
2517,Falling Down,1993,7.6,"180,611","Action, Crime, Drama",113 ,Film,R,-,Mild,Moderate,Severe,Mild,Severe
2518,Hotel Transylvania 2,2015,6.7,"116,092","Animation, Adventure, Comedy",89 ,Film,PG,-,None,Mild,None,None,Mild
2519,Public Enemies,2009,7.0,"290,768","Biography, Crime, Drama",140 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
2520,Blades of Glory,2007,6.3,"163,246","Comedy, Sport",93 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None
2521,Workin' Moms,2007,7.7,"13,691",Comedy,30 ,Series,TV-MA,70,Moderate,None,Moderate,Moderate,None
2522,Pitch Perfect 2,2015,6.4,"149,127","Comedy, Music",115 ,Film,PG-13,-,Mild,None,Mild,Mild,None
2523,Inherent Vice,2014,6.7,"99,335","Comedy, Crime, Drama",148 ,Film,R,-,Moderate,Mild,Severe,Severe,Moderate
2524,The Replacements,2000,6.6,"61,174","Comedy, Sport",118 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
2525,Defiance,2008,7.2,"143,033","Action, Drama, History",137 ,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
2526,Erin Brockovich,2000,7.4,"186,799","Biography, Drama",131 ,Film,R,-,Mild,Mild,Moderate,Mild,Mild
2527,Shark Tale,2004,6.0,"174,445","Animation, Adventure, Comedy",90 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
2528,Under the Dome,2004,6.6,"103,580","Drama, Mystery, Sci-Fi",43 ,Series,TV-14,39,Moderate,Moderate,Mild,Moderate,Severe
2529,The Final Destination,2009,5.2,"101,193","Action, Horror, Thriller",82 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
2530,RoboCop,1987,7.6,"244,145","Action, Crime, Sci-Fi",102 ,Film,R,-,Mild,Severe,Severe,Moderate,Severe
2531,The Change-Up,2011,6.3,"174,747","Comedy, Fantasy",112 ,Film,R,-,Severe,Mild,Severe,Moderate,None
2532,The Rainmaker,1997,7.2,"69,736","Crime, Drama, Thriller",135 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
2533,The Karate Kid,2010,6.2,"171,499","Action, Drama, Family",140 ,Film,PG,-,None,Moderate,Mild,None,Mild
2534,Contact,1997,7.5,"264,273","Drama, Mystery, Sci-Fi",150 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
2535,Monsters at Work,1997,7.1,"5,063","Animation, Adventure, Comedy",22 ,Series,TV-G,10,None,Mild,None,None,None
2537,Venom,2005,4.6,"9,923",Horror,87 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
2538,City on a Hill,2005,7.6,"10,208","Crime, Drama, Thriller",60 ,Series,TV-MA,26,Moderate,Moderate,Severe,Moderate,Moderate
2540,The Cowboys,1972,7.4,"13,849","Adventure, Drama, Western",134 ,Film,GP,-,Mild,Moderate,Moderate,Mild,Moderate
2541,This Is 40,2012,6.2,"133,744","Comedy, Romance",134 ,Film,R,-,Moderate,Mild,Severe,Mild,None
2542,Xena: Warrior Princess,2012,6.7,"43,432","Action, Adventure, Drama",45 ,Series,TV-PG,134,Mild,Moderate,None,Mild,Mild
2544,The Masked Singer,2012,5.9,"3,685","Game-Show, Music, Reality-TV",60 ,Series,TV-PG,77,Mild,None,Moderate,Mild,Mild
2545,Jason Bourne,2016,6.6,"216,427","Action, Thriller",123 ,Film,PG-13,-,None,Moderate,Moderate,None,Moderate
2546,Hotaru no haka,1988,8.5,"253,961","Animation, Drama, War",89 ,Film,Not Rated,-,None,Moderate,Mild,Mild,Severe
2547,Who Framed Roger Rabbit,1988,7.7,"191,275","Animation, Adventure, Comedy",104 ,Film,PG,-,Mild,Mild,Mild,Moderate,Moderate
2548,Demolition,2015,7.0,"94,811","Comedy, Drama",101 ,Film,R,-,Mild,Mild,Moderate,Mild,Mild
2549,The Warriors,1979,7.6,"98,134","Action, Crime, Thriller",92 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
2550,Robin Hood,2010,6.6,"260,414","Action, Adventure, Drama",140 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
2551,Conan the Barbarian,2011,5.2,"97,378","Action, Adventure, Fantasy",113 ,Film,R,-,Moderate,Severe,Mild,Mild,Moderate
2552,Dublin Murders,2019,7.2,"9,644","Crime, Drama, Mystery",60 ,Series,TV-MA,8,Mild,Moderate,Mild,Moderate,Mild
2553,Along Came a Spider,2001,6.4,"81,482","Drama, Thriller",104 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
2554,Forbidden Planet,1956,7.6,"47,290","Action, Adventure, Sci-Fi",98 ,Film,G,-,None,Mild,None,Mild,Mild
2557,Thelma & Louise,1991,7.5,"144,992","Adventure, Crime, Drama",130 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
2558,The Boondock Saints,1999,7.7,"233,172","Action, Crime, Thriller",108 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
2559,Sausage Party,2016,6.1,"184,434","Animation, Adventure, Comedy",89 ,Film,R,-,Severe,Moderate,Severe,Moderate,Moderate
2561,Transformers: Age of Extinction,2014,5.6,"305,225","Action, Adventure, Sci-Fi",165 ,Film,PG-13,-,Mild,Moderate,Moderate,Moderate,Moderate
2564,Barbarians,2014,7.2,"20,945","Action, Adventure, Drama",280 ,Series,TV-MA,12,Mild,Severe,Mild,Mild,Moderate
2565,9 Songs,2004,4.8,"22,129","Drama, Music, Romance",71 ,Film,Not Rated,-,Severe,None,Mild,Moderate,None
2566,Clash of the Titans,2010,5.8,"276,368","Action, Adventure, Fantasy",106 ,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate
2567,Dracula Untold,2014,6.3,"186,984","Action, Drama, Fantasy",92 ,Film,PG-13,-,Mild,Moderate,None,None,Moderate
2570,MacGyver,2014,7.7,"37,198","Action, Adventure, Crime",48 ,Series,TV-PG,139,Mild,Mild,Mild,Mild,Moderate
2571,The Mask of Zorro,1998,6.8,"175,923","Action, Adventure, Comedy",136 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
2572,Lawrence of Arabia,1962,8.3,"280,229","Adventure, Biography, Drama",228 ,Film,Approved,-,None,Moderate,Mild,Mild,Moderate
2574,Miami Vice,2006,6.0,"113,818","Action, Crime, Drama",132 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Moderate
2575,The Elephant Man,1980,8.1,"231,156","Biography, Drama",124 ,Film,PG,-,None,Mild,Mild,Mild,Severe
2576,Law Abiding Citizen,2009,7.4,"283,020","Action, Crime, Drama",109 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
2578,Slither,2006,6.5,"78,945","Comedy, Horror, Sci-Fi",95 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
2579,Dirty Work,1998,6.4,"26,350",Comedy,82 ,Film,PG-13,-,Moderate,Mild,Mild,Mild,None
2582,Forgetting Sarah Marshall,2008,7.1,"274,065","Comedy, Drama, Romance",111 ,Film,R,-,Severe,Mild,Moderate,Mild,None
2583,Sleepless in Seattle,1993,6.8,"167,456","Comedy, Drama, Romance",105 ,Film,PG,-,Mild,None,Mild,Mild,None
2584,Palmer,2021,7.3,"29,480",Drama,110 ,Film,R,-,Moderate,Mild,Moderate,Moderate,Mild
2585,Gi-eok-ui bam,2017,7.5,"26,651","Mystery, Thriller",108 ,Film,TV-MA,-,None,Moderate,Mild,Mild,Moderate
2586,To Kill a Mockingbird,1962,8.3,"304,935","Crime, Drama",129 ,Film,Approved,-,None,Mild,Mild,Mild,Moderate
2587,Anatomie,2000,6.0,"12,481","Horror, Thriller",103 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
2589,The Little Rascals,1994,6.3,"46,692","Comedy, Family, Romance",82 ,Film,PG,-,None,Mild,None,None,Mild
2590,Beautiful Creatures,2013,6.2,"85,965","Drama, Fantasy, Romance",124 ,Film,PG-13,-,Mild,Mild,Mild,None,Mild
2591,Beethoven,1992,5.7,"69,374","Comedy, Drama, Family",87 ,Film,PG,-,None,Mild,Mild,Mild,Mild
2592,Disenchantment,1992,7.2,"52,692","Animation, Action, Adventure",30 ,Series,TV-14,40,Mild,Moderate,Mild,Moderate,Mild
2593,Onward,2020,7.4,"126,955","Animation, Adventure, Comedy",102 ,Film,PG,-,None,Mild,None,None,Mild
2594,The Expendables 3,2014,6.1,"175,832","Action, Adventure, Thriller",126 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
2595,Norsemen,2014,7.8,"16,301",Comedy,30 ,Series,TV-MA,18,Moderate,Severe,Moderate,Mild,Mild
2596,Mad Max 2,1981,7.6,"173,077","Action, Adventure, Sci-Fi",96 ,Film,R,-,Moderate,Moderate,Mild,None,Moderate
2598,Dirk Gently's Holistic Detective Agency,2022,8.2,"46,742","Action, Adventure, Comedy",60 ,Series,TV-14,18,Mild,Moderate,Mild,Mild,Mild
2599,Rebecca,2020,6.0,"37,363","Drama, Mystery, Romance",123 ,Film,PG-13,-,Mild,None,None,Mild,Mild
2600,Beauty and the Beast,1991,8.0,"429,091","Animation, Family, Fantasy",84 ,Film,G,-,None,Mild,None,Mild,Mild
2602,Bridge of Spies,2015,7.6,"299,591","Drama, History, Thriller",142 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Mild
2604,Sex and the City,2008,5.6,"118,801","Comedy, Drama, Romance",145 ,Film,R,-,Severe,None,Moderate,Mild,None
2605,Prospect,2018,6.3,"25,460","Adventure, Drama, Sci-Fi",100 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
2607,Cursed,2020,5.9,"27,078","Adventure, Drama, Fantasy",60 ,Series,TV-MA,10,Mild,Severe,Mild,Mild,Moderate
2608,Atomic Blonde,2017,6.7,"185,030","Action, Thriller",115 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Moderate
2609,The Goldfinch,2019,6.4,"20,109",Drama,149 ,Film,R,-,None,Mild,Moderate,Severe,Mild
2610,Crawl,2019,6.1,"78,056","Action, Horror, Thriller",87 ,Film,R,-,None,Severe,Moderate,None,Severe
2611,Leaving Las Vegas,1995,7.5,"119,359","Drama, Romance",111 ,Film,R,-,Moderate,Moderate,Severe,Severe,Severe
2612,Perfume: The Story of a Murderer,2006,7.5,"241,534","Crime, Drama, Fantasy",147 ,Film,R,-,Severe,Severe,None,Mild,Moderate
2613,The Gifted,2006,7.3,"33,065","Action, Drama, Fantasy",43 ,Series,TV-14,29,None,Mild,Mild,Mild,Mild
2615,Coyote Ugly,2000,5.7,"110,965","Comedy, Drama, Music",100 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
2616,Den of Thieves,2018,7.0,"101,546","Action, Crime, Drama",140 ,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
2617,V,2018,6.8,"54,605","Drama, Sci-Fi, Thriller",42 ,Series,TV-14,23,Mild,Severe,Mild,Mild,Moderate
2618,The Good Liar,2019,6.7,"34,278","Crime, Drama, Mystery",109 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
2619,Nip/Tuck,2019,7.6,"54,327",Drama,44 ,Series,TV-MA,100,Severe,Severe,Severe,Moderate,Severe
2620,Habitación en Roma,2010,6.1,"23,222","Drama, Romance",107 ,Film,Not Rated,-,Severe,Mild,Mild,Mild,None
2621,Legion,2010,5.3,"102,632","Action, Fantasy, Horror",100 ,Film,R,-,None,Severe,Severe,Mild,Severe
2624,Doctor Foster,2021,7.7,"17,263",Drama,60 ,Series,TV-MA,10,Moderate,Mild,Moderate,Mild,Mild
2625,Black Summer,2021,6.5,"26,715","Action, Drama, Horror",40 ,Series,TV-MA,16,Mild,Moderate,Moderate,Mild,Severe
2626,Unbreakable Kimmy Schmidt,2021,7.6,"67,004",Comedy,30 ,Series,TV-14,51,Mild,None,Mild,Mild,None
2627,Haunt,2019,6.3,"24,822","Horror, Thriller",92 ,Film,R,-,None,Severe,Moderate,Mild,Severe
2628,Die Hard 2,1990,7.1,"348,068","Action, Thriller",124 ,Film,R,-,Mild,Severe,Severe,Mild,Moderate
2629,War for the Planet of the Apes,2017,7.4,"240,090","Action, Adventure, Drama",140 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
2630,Gintama,2017,8.6,"8,691","Animation, Action, Comedy",25 ,Series,TV-14,375,Moderate,Severe,Moderate,Moderate,Moderate
2631,George Lopez,2017,6.7,"11,028","Comedy, Drama",30 ,Series,TV-PG,120,None,None,Mild,Moderate,None
2632,Annabelle Comes Home,2019,5.9,"67,797","Horror, Mystery, Thriller",106 ,Film,R,-,None,Moderate,Mild,None,Severe
2633,Sixteen Candles,1984,7.0,"110,378","Comedy, Romance",93 ,Film,PG,-,Moderate,None,Moderate,Moderate,None
2634,I Still Know What You Did Last Summer,1998,4.7,"71,460","Horror, Mystery",100 ,Film,R,-,Mild,Severe,Severe,Moderate,Severe
2635,Henry Danger,1998,5.8,"4,196","Action, Comedy, Family",30 ,Series,TV-G,121,None,Mild,None,None,Mild
2636,Spy,2015,7.0,"237,657","Action, Comedy",120 ,Film,R,-,Moderate,Severe,Severe,Mild,Mild
2637,Enter the Void,2009,7.3,"75,471","Drama, Fantasy",161 ,Film,Not Rated,-,Severe,Moderate,Severe,Severe,Severe
2638,Cursed,2005,5.0,"31,779","Comedy, Horror",97 ,Film,PG-13,-,Mild,Moderate,Moderate,Moderate,Moderate
2639,Black Snake Moan,2006,6.9,"62,539","Drama, Music",116 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
2640,Steve Jobs,2015,7.2,"162,609","Biography, Drama",122 ,Film,R,-,None,None,Moderate,Mild,Mild
2642,The Waterboy,1998,6.1,"155,357","Comedy, Sport",90 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
2643,Reno 911!,1998,7.9,"18,300","Comedy, Crime",22 ,Series,TV-14,113,Moderate,Mild,Moderate,Mild,Mild
2644,Män som hatar kvinnor,2009,7.8,"212,757","Crime, Drama, Mystery",152 ,Film,R,-,Severe,Severe,Severe,Mild,Severe
2645,Movie 43,2013,4.3,"102,613",Comedy,94 ,Film,R,-,Severe,Moderate,Severe,Moderate,Mild
2646,Focus,2015,6.6,"231,723","Comedy, Crime, Drama",105 ,Film,R,-,Moderate,Moderate,Severe,Mild,Mild
2647,That Time I Got Reincarnated as a Slime,2015,8.1,"7,127","Animation, Action, Adventure",25 ,Series,TV-PG,56,Moderate,Moderate,Mild,Mild,Mild
2648,Lolita,1962,7.6,"97,276","Crime, Drama, Romance",153 ,Film,Not Rated,-,Mild,Mild,None,Mild,Mild
2649,In the Mouth of Madness,1994,7.2,"65,455","Drama, Fantasy, Horror",95 ,Film,R,-,Mild,Moderate,Mild,Mild,Severe
2650,The Island,2005,6.8,"308,320","Action, Sci-Fi, Thriller",136 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
2651,The Picture of Dorian Gray,1945,7.5,"12,667","Drama, Fantasy, Horror",110 ,Film,Not Rated,-,Mild,Mild,None,Moderate,Mild
2652,Poketto monsutâ,1945,7.5,"40,467","Animation, Action, Adventure",24 ,Series,TV-Y7,1186,None,Mild,None,None,Moderate
2653,Fantasy Island,2020,4.9,"43,668","Action, Adventure, Fantasy",109 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
2654,Peter Rabbit 2: The Runaway,2021,6.2,"7,310","Animation, Adventure, Comedy",93 ,Film,E,-,None,Mild,None,None,Mild
2655,Gold Rush: Alaska,2021,7.3,"4,568",Reality-TV,45 ,Series,TV-14,258,None,None,Mild,None,None
2656,Exit,2021,8.2,"8,337",Drama,30 ,Series,TV-MA,16,Severe,Severe,Severe,Severe,Moderate
2657,V/H/S/2,2013,6.0,"38,000","Horror, Thriller",96 ,Film,R,-,Severe,Severe,Severe,Mild,Severe
2659,Enemy of the State,1998,7.3,"235,028","Action, Thriller",132 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
2660,Dirty Harry,1971,7.7,"149,671","Action, Crime, Thriller",102 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
2661,Monster,2003,7.3,"144,058","Biography, Crime, Drama",109 ,Film,R,-,Moderate,Severe,Severe,Severe,Severe
2662,Foyle's War,2003,8.4,"13,753","Crime, Drama, Mystery",90 ,Series,TV-14,28,None,Moderate,Mild,Mild,None
2663,Top Gear,2003,8.6,"112,689","Adventure, Comedy, Reality-TV",60 ,Series,TV-PG,311,Mild,Mild,Mild,Mild,None
2664,Rambo: Last Blood,2019,6.1,"90,239","Action, Thriller",89 ,Film,R,-,Mild,Severe,Severe,Moderate,Severe
2665,Dronningen,2019,7.1,"9,820",Drama,127 ,Film,NC-17,-,Severe,Mild,Mild,Mild,Moderate
2666,Miss Sloane,2016,7.5,"69,902",Drama,132 ,Film,R,-,Mild,Mild,Mild,Mild,None
2667,Luke Cage,2016,7.3,"121,986","Action, Crime, Drama",55 ,Series,TV-MA,26,Moderate,Severe,Moderate,Moderate,Moderate
2668,Kung Fu Panda,2008,7.6,"439,672","Animation, Action, Adventure",92 ,Film,PG,-,None,Mild,None,None,Mild
2669,Halt and Catch Fire,2008,8.4,"30,499",Drama,60 ,Series,TV-14,40,Mild,Mild,Mild,Mild,Mild
2670,Enchanted,2007,7.0,"188,165","Animation, Adventure, Comedy",107 ,Film,PG,-,Mild,Mild,None,None,Mild
2671,Seance,2021,5.3,"1,822","Horror, Mystery",92 ,Film,R,-,Mild,Severe,Mild,Mild,Mild
